year,GEOID,NAME,state,county,tract,total_units_b25024,units_1_detached,units_1_attached,units_2,units_3_4,units_5_9,units_10_19,units_20_49,units_50_plus,mobile_home,boat_rv_van,total_housing_units,total_units_b25002,occupied_units,vacant_units,tenure_total,owner_occupied,renter_occupied,pop_in_occupied_total,pop_in_owner_occupied,pop_in_renter_occupied,median_income_all_occupied,median_income_owner_occupied,median_income_renter_occupied,units_by_tenure_total,owner_units_total,owner_1_detached,owner_1_attached,owner_2,owner_3_4,owner_5_9,owner_10_19,owner_20_49,owner_50_plus,owner_mobile_home,owner_boat_rv_van,renter_units_total,renter_1_detached,renter_1_attached,renter_2,renter_3_4,renter_5_9,renter_10_19,renter_20_49,renter_50_plus,renter_mobile_home,renter_boat_rv_van,median_owner_costs_total,median_owner_costs_with_mortgage,median_owner_costs_no_mortgage,median_household_income,single_family_units,pct_single_family,pct_vacant,pct_occupied,pct_renter_occupied,pct_owner_occupied,renter_single_family,pct_sf_renter_occupied,owner_renter_income_gap
2013,49045130900,"Census Tract 1309, Tooele County, Utah",49,045,130900,1717,882,118,19,58,85,91,60,0,391,13,1717,1717,1564,153,1564,1014,550,4243,2802,1441,49081.0,54694.0,25658.0,1564,1014,698,98,13,0,0,0,0,0,192,13,550,125,20,6,52,58,91,60,0,138,0,977.0,1183.0,326.0,49081.0,1000,0.5824111822947,0.0891089108910891,0.9108910891089109,0.3516624040920716,0.6483375959079284,145,0.145,29036.0
2013,49053270600,"Census Tract 2706, Washington County, Utah",49,053,270600,4792,3192,176,48,137,395,330,383,52,58,21,4792,4792,2612,2180,2612,1718,894,7433,4488,2945,51042.0,59110.0,35688.0,2612,1718,1645,47,0,0,26,0,0,0,0,0,894,384,80,20,90,143,13,75,52,16,21,824.0,1610.0,354.0,51042.0,3368,0.7028380634390651,0.4549248747913189,0.5450751252086812,0.34226646248085757,0.6577335375191424,464,0.1377672209026128,23422.0
2013,49053271200,"Census Tract 2712, Washington County, Utah",49,053,271200,1382,615,143,48,129,79,103,63,0,202,0,1382,1382,1060,322,1060,559,501,2857,1408,1449,36279.0,45417.0,24787.0,1060,559,418,56,12,0,5,0,0,0,68,0,501,87,87,36,78,27,52,63,0,71,0,868.0,1156.0,324.0,36279.0,758,0.548480463096961,0.23299565846599132,0.7670043415340086,0.47264150943396227,0.5273584905660378,174,0.22955145118733508,20630.0
2013,49053270200,"Census Tract 2702, Washington County, Utah",49,053,270200,1753,1657,8,10,18,0,0,0,0,60,0,1753,1753,915,838,915,745,170,2972,2484,488,52058.0,51977.0,52500.0,915,745,702,8,0,0,0,0,0,0,35,0,170,143,0,10,7,0,0,0,0,10,0,899.0,1297.0,317.0,52058.0,1665,0.9498003422703936,0.4780376497432972,0.5219623502567028,0.18579234972677597,0.8142076502732241,143,0.08588588588588589,-523.0
2013,49053271600,"Census Tract 2716, Washington County, Utah",49,053,271600,2940,2647,189,12,0,0,81,11,0,0,0,2940,2940,2428,512,2428,2231,197,5980,5415,565,62115.0,61495.0,62934.0,2428,2231,2092,127,12,0,0,0,0,0,0,0,197,86,62,0,0,0,38,11,0,0,0,836.0,1792.0,348.0,62115.0,2836,0.964625850340136,0.17414965986394557,0.8258503401360544,0.08113673805601318,0.9188632619439868,148,0.05218617771509168,-1439.0
2013,49053270500,"Census Tract 2705, Washington County, Utah",49,053,270500,2395,2221,40,0,0,47,23,34,7,23,0,2395,2395,2085,310,2085,1623,462,7171,5424,1747,61376.0,66523.0,44542.0,2085,1623,1598,4,0,0,10,11,0,0,0,0,462,386,0,0,0,0,12,34,7,23,0,1156.0,1717.0,371.0,61376.0,2261,0.9440501043841336,0.12943632567849686,0.8705636743215032,0.22158273381294963,0.7784172661870503,386,0.17072091994692615,21981.0
2013,49053271500,"Census Tract 2715, Washington County, Utah",49,053,271500,2981,2003,269,17,143,409,81,19,40,0,0,2981,2981,2207,774,2207,1339,868,6368,3820,2548,47118.0,59093.0,35484.0,2207,1339,1171,125,17,26,0,0,0,0,0,0,868,288,97,0,117,226,81,19,40,0,0,1112.0,1593.0,490.0,47118.0,2272,0.7621603488762161,0.25964441462596444,0.7403555853740356,0.39329406434073405,0.606705935659266,385,0.1694542253521127,23609.0
2013,49053270100,"Census Tract 2701, Washington County, Utah",49,053,270100,3507,3050,97,69,78,17,1,2,0,193,0,3507,3507,2614,893,2614,1806,808,9008,5130,3878,48629.0,55532.0,37083.0,2614,1806,1684,42,3,17,0,1,0,0,59,0,808,567,41,46,53,14,0,2,0,85,0,869.0,1424.0,367.0,48629.0,3147,0.8973481608212147,0.2546335899629313,0.7453664100370687,0.3091048201989288,0.6908951798010712,608,0.19319987289482046,18449.0
2013,49053270300,"Census Tract 2703, Washington County, Utah",49,053,270300,3229,2180,237,209,244,96,74,63,0,70,56,3229,3229,2717,512,2717,1748,969,7493,4669,2824,46917.0,55049.0,26636.0,2717,1748,1532,78,17,15,0,0,0,0,50,56,969,273,125,192,180,43,74,63,0,19,0,1104.0,1768.0,360.0,46917.0,2417,0.7485289563332301,0.15856302260761845,0.8414369773923815,0.35664335664335667,0.6433566433566433,398,0.16466694249069094,28413.0
2013,49053270700,"Census Tract 2707, Washington County, Utah",49,053,270700,4455,2608,371,49,165,198,189,130,9,736,0,4455,4455,3724,731,3724,2310,1414,10493,5846,4647,41996.0,60248.0,27194.0,3724,2310,1674,186,0,10,0,0,0,0,440,0,1414,504,138,49,142,158,141,89,9,184,0,891.0,1302.0,293.0,41996.0,2979,0.6686868686868687,0.16408529741863076,0.8359147025813692,0.37969924812030076,0.6203007518796992,642,0.21550855991943604,33054.0
2013,49053271300,"Census Tract 2713, Washington County, Utah",49,053,271300,1308,410,125,106,208,164,177,36,23,59,0,1308,1308,1095,213,1095,401,694,3851,1315,2536,32168.0,76607.0,20921.0,1095,401,322,46,7,0,0,6,9,0,11,0,694,29,79,48,185,112,143,27,23,48,0,584.0,1175.0,298.0,32168.0,535,0.4090214067278288,0.1628440366972477,0.8371559633027523,0.6337899543378995,0.36621004566210047,108,0.20186915887850468,55686.0
2013,49053271800,"Census Tract 2718, Washington County, Utah",49,053,271800,1506,951,279,66,170,15,0,0,25,0,0,1506,1506,1286,220,1286,832,454,3103,1972,1131,39591.0,49167.0,26719.0,1286,832,673,150,0,0,9,0,0,0,0,0,454,150,66,47,160,6,0,0,25,0,0,488.0,1313.0,370.0,39591.0,1230,0.8167330677290837,0.1460823373173971,0.8539176626826029,0.35303265940902023,0.6469673405909798,216,0.17560975609756097,22448.0
2013,49053271100,"Census Tract 2711, Washington County, Utah",49,053,271100,4074,2760,290,67,101,246,64,77,238,218,13,4074,4074,3529,545,3529,2272,1257,10044,6559,3485,49635.0,55309.0,41178.0,3529,2272,2033,48,0,16,0,0,0,13,149,13,1257,432,190,67,52,136,64,77,225,14,0,1037.0,1351.0,291.0,49635.0,3050,0.7486499754540992,0.13377515954835542,0.8662248404516446,0.3561915556814962,0.6438084443185038,622,0.2039344262295082,14131.0
2013,49053271400,"Census Tract 2714, Washington County, Utah",49,053,271400,1989,616,612,86,245,94,121,0,125,81,9,1989,1989,1667,322,1667,677,990,4237,1557,2680,34036.0,39390.0,28629.0,1667,677,317,246,0,30,26,26,0,0,23,9,990,189,271,66,215,68,69,0,79,33,0,658.0,1118.0,291.0,34036.0,1228,0.6173956762192057,0.16189039718451484,0.8381096028154852,0.593881223755249,0.40611877624475107,460,0.3745928338762215,10761.0
2013,49053270400,"Census Tract 2704, Washington County, Utah",49,053,270400,3039,2810,54,35,0,15,0,0,14,111,0,3039,3039,2487,552,2487,1978,509,6616,5172,1444,54476.0,57384.0,36525.0,2487,1978,1900,12,0,0,0,0,0,0,66,0,509,374,42,35,0,15,0,0,14,29,0,1265.0,1566.0,428.0,54476.0,2864,0.9424152681803225,0.18163869693978282,0.8183613030602171,0.20466425412143144,0.7953357458785686,416,0.1452513966480447,20859.0
2013,49053271000,"Census Tract 2710, Washington County, Utah",49,053,271000,1455,1135,97,44,62,14,0,0,0,96,7,1455,1455,1291,164,1291,965,326,4152,2849,1303,42702.0,44355.0,36532.0,1291,965,830,22,10,0,0,0,0,0,96,7,326,175,75,0,62,14,0,0,0,0,0,934.0,1115.0,301.0,42702.0,1232,0.8467353951890034,0.11271477663230241,0.8872852233676976,0.2525174283501162,0.7474825716498839,250,0.20292207792207792,7823.0
2013,49025130100,"Census Tract 1301, Kane County, Utah",49,025,130100,3455,2821,5,30,8,12,0,0,0,522,57,3455,3455,998,2457,998,780,218,2304,1729,575,49250.0,50500.0,40500.0,998,780,546,5,0,0,12,0,0,0,160,57,218,144,0,30,0,0,0,0,0,44,0,639.0,892.0,293.0,49250.0,2826,0.81794500723589,0.7111432706222865,0.28885672937771345,0.218436873747495,0.781563126252505,144,0.050955414012738856,10000.0
2013,49025130200,"Census Tract 1302, Kane County, Utah",49,025,130200,2356,1785,133,38,0,71,16,25,0,288,0,2356,2356,2079,277,2079,1648,431,4768,3639,1129,48466.0,51638.0,30375.0,2079,1648,1309,96,0,0,0,0,0,0,243,0,431,256,37,38,0,22,16,25,0,37,0,665.0,1095.0,294.0,48466.0,1918,0.8140916808149405,0.11757215619694397,0.8824278438030561,0.2073112073112073,0.7926887926887927,293,0.15276329509906153,21263.0
2013,49049000904,"Census Tract 9.04, Utah County, Utah",49,049,000904,897,769,94,16,18,0,0,0,0,0,0,897,897,861,36,861,756,105,2928,2602,326,62663.0,71500.0,17153.0,861,756,672,84,0,0,0,0,0,0,0,0,105,64,7,16,18,0,0,0,0,0,0,1083.0,1552.0,401.0,62663.0,863,0.9620958751393534,0.04013377926421405,0.959866220735786,0.12195121951219512,0.8780487804878049,71,0.08227114716106605,54347.0
2013,49035113527,"Census Tract 1135.27, Salt Lake County, Utah",49,035,113527,1256,1045,211,0,0,0,0,0,0,0,0,1256,1256,1148,108,1148,1003,145,4372,3640,732,56290.0,59635.0,39432.0,1148,1003,834,169,0,0,0,0,0,0,0,0,145,103,42,0,0,0,0,0,0,0,0,1280.0,1326.0,338.0,56290.0,1256,1.0,0.08598726114649681,0.9140127388535032,0.12630662020905922,0.8736933797909407,145,0.11544585987261147,20203.0
2013,49035113010,"Census Tract 1130.10, Salt Lake County, Utah",49,035,113010,2216,1661,200,20,0,0,0,18,317,0,0,2216,2216,2145,71,2145,1670,475,6762,5778,984,87260.0,108158.0,46382.0,2145,1670,1530,140,0,0,0,0,0,0,0,0,475,131,28,20,0,0,0,18,278,0,0,1236.0,1734.0,523.0,87260.0,1861,0.8398014440433214,0.03203971119133574,0.9679602888086642,0.22144522144522144,0.7785547785547785,159,0.08543793659322944,61776.0
2013,49035112202,"Census Tract 1122.02, Salt Lake County, Utah",49,035,112202,1651,1030,98,74,80,39,125,177,19,9,0,1651,1651,1565,86,1565,1243,322,3947,3041,906,43220.0,49965.0,19857.0,1565,1243,925,77,11,49,9,104,59,0,9,0,322,48,21,34,31,30,21,118,19,0,0,1015.0,1241.0,327.0,43220.0,1128,0.6832222895215021,0.05208964264082374,0.9479103573591763,0.20575079872204474,0.7942492012779553,69,0.061170212765957445,30108.0
2013,49035112301,"Census Tract 1123.01, Salt Lake County, Utah",49,035,112301,1623,949,45,13,118,237,81,106,63,11,0,1623,1623,1500,123,1500,909,591,4006,2564,1442,48923.0,66594.0,29558.0,1500,909,728,34,0,23,76,0,37,0,11,0,591,173,11,13,95,151,54,69,25,0,0,1206.0,1493.0,344.0,48923.0,994,0.6124460874922982,0.07578558225508318,0.9242144177449169,0.394,0.606,184,0.1851106639839034,37036.0
2013,49005001102,"Census Tract 11.02, Cache County, Utah",49,005,001102,1465,1368,24,13,13,11,36,0,0,0,0,1465,1465,1342,123,1342,1204,138,4148,3785,363,74551.0,79535.0,33929.0,1342,1204,1180,24,0,0,0,0,0,0,0,0,138,110,0,13,13,2,0,0,0,0,0,1150.0,1589.0,444.0,74551.0,1392,0.9501706484641638,0.08395904436860069,0.9160409556313993,0.10283159463487332,0.8971684053651267,110,0.07902298850574713,45606.0
2013,49005000300,"Census Tract 3, Cache County, Utah",49,005,000300,2192,1789,184,21,17,15,0,0,0,166,0,2192,2192,2125,67,2125,1487,638,6860,4919,1941,48053.0,57868.0,24674.0,2125,1487,1409,6,0,0,0,0,0,0,72,0,638,333,165,21,17,15,0,0,0,87,0,1009.0,1299.0,315.0,48053.0,1973,0.9000912408759124,0.030565693430656935,0.969434306569343,0.30023529411764704,0.699764705882353,498,0.2524075012671059,33194.0
2013,49015976500,"Census Tract 9765, Emery County, Utah",49,015,976500,1417,1039,18,48,44,0,0,0,0,252,16,1417,1417,1157,260,1157,914,243,3578,2782,796,50927.0,55392.0,16926.0,1157,914,741,14,5,0,0,0,0,0,138,16,243,124,4,27,36,0,0,0,0,52,0,518.0,968.0,299.0,50927.0,1057,0.7459421312632322,0.1834862385321101,0.8165137614678899,0.21002592912705273,0.7899740708729472,128,0.12109744560075686,38466.0
2013,49017000400,"Census Tract 4, Garfield County, Utah",49,017,000400,1672,1134,15,49,15,6,40,45,0,342,26,1672,1672,1048,624,1048,807,241,2553,1959,594,43971.0,46979.0,35694.0,1048,807,685,15,0,0,0,0,0,0,86,21,241,118,0,33,0,0,22,3,0,60,5,499.0,1034.0,289.0,43971.0,1149,0.687200956937799,0.37320574162679426,0.6267942583732058,0.2299618320610687,0.7700381679389313,118,0.10269799825935597,11285.0
2013,49019000300,"Census Tract 3, Grand County, Utah",49,019,000300,2874,1803,19,64,154,73,157,0,14,590,0,2874,2874,1939,935,1939,1423,516,4768,3429,1339,45128.0,52303.0,29891.0,1939,1423,1135,19,0,0,0,0,0,0,269,0,516,203,0,64,0,36,44,0,14,155,0,556.0,1165.0,325.0,45128.0,1822,0.6339596381350034,0.32533054975643705,0.674669450243563,0.2661165549252192,0.7338834450747808,203,0.11141602634467618,22412.0
2013,49021110701,"Census Tract 1107.01, Iron County, Utah",49,021,110701,2318,1518,156,32,45,233,116,168,39,11,0,2318,2318,2011,307,2011,1253,758,6323,4477,1846,58443.0,69397.0,36172.0,2011,1253,1200,42,0,0,0,0,0,0,11,0,758,171,105,32,14,178,89,130,39,0,0,1295.0,1559.0,392.0,58443.0,1674,0.722174288179465,0.13244176013805004,0.8675582398619499,0.37692690203878665,0.6230730979612134,276,0.16487455197132617,33225.0
2013,49021110702,"Census Tract 1107.02, Iron County, Utah",49,021,110702,1784,1315,125,102,0,0,0,21,22,199,0,1784,1784,1537,247,1537,1123,414,4390,3177,1213,48178.0,53603.0,29535.0,1537,1123,983,74,0,0,0,0,0,0,66,0,414,180,51,102,0,0,0,0,0,81,0,1096.0,1353.0,334.0,48178.0,1440,0.8071748878923767,0.1384529147982063,0.8615470852017937,0.269355888093689,0.730644111906311,231,0.16041666666666668,24068.0
2013,49035100307,"Census Tract 1003.07, Salt Lake County, Utah",49,035,100307,1237,1043,48,0,0,63,70,13,0,0,0,1237,1237,1237,0,1237,980,257,5195,3921,1274,56427.0,65066.0,31395.0,1237,980,956,24,0,0,0,0,0,0,0,0,257,87,24,0,0,63,70,13,0,0,0,1229.0,1316.0,439.0,56427.0,1091,0.8819725141471302,0.0,1.0,0.20776071139854488,0.7922392886014551,111,0.10174152153987168,33671.0
2013,49035100308,"Census Tract 1003.08, Salt Lake County, Utah",49,035,100308,1265,354,16,49,240,239,200,149,18,0,0,1265,1265,1218,47,1218,411,807,4152,1530,2622,34932.0,58750.0,27875.0,1218,411,304,16,0,32,59,0,0,0,0,0,807,50,0,49,208,180,153,149,18,0,0,1379.0,1480.0,,34932.0,370,0.2924901185770751,0.03715415019762846,0.9628458498023715,0.6625615763546798,0.3374384236453202,50,0.13513513513513514,30875.0
2013,49035101101,"Census Tract 1011.01, Salt Lake County, Utah",49,035,101101,1180,304,12,30,194,147,331,162,0,0,0,1180,1180,1127,53,1127,327,800,1909,627,1282,47598.0,73036.0,34839.0,1127,327,222,0,0,17,0,64,24,0,0,0,800,29,12,30,177,147,267,138,0,0,0,797.0,1363.0,467.0,47598.0,316,0.2677966101694915,0.044915254237288135,0.9550847457627119,0.709849157054126,0.290150842945874,41,0.12974683544303797,38197.0
2013,49035101102,"Census Tract 1011.02, Salt Lake County, Utah",49,035,101102,2321,150,0,59,259,241,427,357,819,9,0,2321,2321,2181,140,2181,449,1732,3427,688,2739,44761.0,52034.0,43450.0,2181,449,135,0,0,20,15,49,94,127,9,0,1732,15,0,59,239,226,378,263,552,0,0,666.0,2222.0,590.0,44761.0,150,0.06462731581214994,0.06031882809133994,0.9396811719086601,0.7941311325080238,0.20586886749197617,15,0.1,8584.0
2013,49035102702,"Census Tract 1027.02, Salt Lake County, Utah",49,035,102702,1185,441,15,28,225,62,171,147,32,64,0,1185,1185,1057,128,1057,477,580,3845,1780,2065,28237.0,34635.0,26579.0,1057,477,336,8,0,0,0,14,55,0,64,0,580,105,7,28,174,62,142,30,32,0,0,1022.0,1153.0,279.0,28237.0,456,0.3848101265822785,0.1080168776371308,0.8919831223628693,0.5487228003784295,0.4512771996215705,112,0.24561403508771928,8056.0
2013,49035110402,"Census Tract 1104.02, Salt Lake County, Utah",49,035,110402,1399,995,78,104,21,26,67,96,12,0,0,1399,1399,1300,99,1300,1050,250,3730,3158,572,63583.0,78452.0,42237.0,1300,1050,910,43,0,0,26,34,25,12,0,0,250,55,35,64,21,0,33,42,0,0,0,687.0,1785.0,415.0,63583.0,1073,0.7669764117226591,0.07076483202287348,0.9292351679771265,0.19230769230769232,0.8076923076923077,90,0.08387698042870456,36215.0
2013,49035111702,"Census Tract 1117.02, Salt Lake County, Utah",49,035,111702,1719,818,46,174,244,124,134,42,33,104,0,1719,1719,1564,155,1564,574,990,4237,1445,2792,39602.0,60069.0,34643.0,1564,574,549,13,0,0,0,12,0,0,0,0,990,269,33,149,221,124,83,42,33,36,0,1259.0,1378.0,318.0,39602.0,864,0.5026178010471204,0.09016870273414776,0.9098312972658522,0.6329923273657289,0.3670076726342711,302,0.34953703703703703,25426.0
2013,49035111801,"Census Tract 1118.01, Salt Lake County, Utah",49,035,111801,2373,1018,346,89,286,95,291,234,14,0,0,2373,2373,2325,48,2325,1477,848,5534,3171,2363,46590.0,57488.0,26010.0,2325,1477,867,241,0,86,35,172,62,14,0,0,848,151,105,89,200,60,119,124,0,0,0,1124.0,1298.0,414.0,46590.0,1364,0.5747998314369995,0.020227560050568902,0.9797724399494311,0.36473118279569894,0.6352688172043011,256,0.187683284457478,31478.0
2013,49035111802,"Census Tract 1118.02, Salt Lake County, Utah",49,035,111802,1077,568,60,88,63,48,122,42,68,18,0,1077,1077,1006,71,1006,549,457,2298,1224,1074,49255.0,66827.0,30464.0,1006,549,445,32,0,53,19,0,0,0,0,0,457,123,28,88,10,29,83,42,36,18,0,1387.0,1514.0,283.0,49255.0,628,0.5831012070566388,0.06592386258124419,0.9340761374187558,0.4542743538767396,0.5457256461232605,151,0.24044585987261147,36363.0
2013,49035102701,"Census Tract 1027.01, Salt Lake County, Utah",49,035,102701,1712,1029,58,118,9,70,175,111,23,119,0,1712,1712,1595,117,1595,872,723,5108,2716,2392,38569.0,43077.0,26843.0,1595,872,752,32,0,0,0,0,0,0,88,0,723,220,26,90,9,70,175,95,23,15,0,1011.0,1130.0,294.0,38569.0,1087,0.634929906542056,0.0683411214953271,0.9316588785046729,0.45329153605015676,0.5467084639498433,246,0.22631094756209752,16234.0
2013,49035110401,"Census Tract 1104.01, Salt Lake County, Utah",49,035,110401,1528,641,158,32,55,61,165,211,205,0,0,1528,1528,1422,106,1422,761,661,3123,1752,1371,46034.0,79519.0,30639.0,1422,761,529,88,32,17,7,62,26,0,0,0,661,98,70,0,38,54,58,138,205,0,0,1823.0,2272.0,448.0,46034.0,799,0.5229057591623036,0.0693717277486911,0.930628272251309,0.4648382559774965,0.5351617440225035,168,0.21026282853566958,48880.0
2013,49035111701,"Census Tract 1117.01, Salt Lake County, Utah",49,035,111701,2164,644,145,136,420,327,232,92,168,0,0,2164,2164,1949,215,1949,637,1312,5651,1572,4079,35106.0,48367.0,28627.0,1949,637,386,93,22,23,63,31,7,12,0,0,1312,195,52,114,317,221,172,85,156,0,0,1074.0,1280.0,303.0,35106.0,789,0.3646025878003697,0.09935304990757855,0.9006469500924215,0.6731657260133401,0.3268342739866598,247,0.31305449936628643,19740.0
2013,49049010504,"Census Tract 105.04, Utah County, Utah",49,049,010504,916,706,25,42,25,17,21,0,0,80,0,916,916,886,30,886,681,205,3250,2507,743,66797.0,72440.0,45060.0,886,681,571,0,0,11,17,8,0,0,74,0,205,118,25,29,14,0,13,0,0,6,0,1231.0,1701.0,463.0,66797.0,731,0.7980349344978166,0.03275109170305677,0.9672489082969432,0.23137697516930023,0.7686230248306998,143,0.19562243502051985,27380.0
2013,49049010505,"Census Tract 105.05, Utah County, Utah",49,049,010505,1074,879,67,78,42,0,0,0,0,8,0,1074,1074,1016,58,1016,810,206,4058,3340,718,55268.0,58333.0,33707.0,1016,810,703,60,29,10,0,0,0,0,8,0,206,152,7,15,32,0,0,0,0,0,0,1204.0,1297.0,352.0,55268.0,946,0.8808193668528864,0.054003724394785846,0.9459962756052142,0.20275590551181102,0.797244094488189,159,0.16807610993657504,24626.0
2013,49049010506,"Census Tract 105.06, Utah County, Utah",49,049,010506,565,431,24,0,24,26,0,6,0,54,0,565,565,535,30,535,452,83,1775,1556,219,45995.0,48026.0,29625.0,535,452,396,14,0,6,0,0,0,0,36,0,83,23,10,0,18,26,0,6,0,0,0,963.0,1246.0,318.0,45995.0,455,0.8053097345132744,0.05309734513274336,0.9469026548672567,0.15514018691588785,0.8448598130841122,33,0.07252747252747253,18401.0
2013,49049010700,"Census Tract 107, Utah County, Utah",49,049,010700,1345,1210,96,39,0,0,0,0,0,0,0,1345,1345,1284,61,1284,998,286,4520,3364,1156,75887.0,75887.0,73750.0,1284,998,957,41,0,0,0,0,0,0,0,0,286,192,55,39,0,0,0,0,0,0,0,1189.0,1518.0,390.0,75887.0,1306,0.971003717472119,0.04535315985130112,0.9546468401486989,0.22274143302180685,0.7772585669781932,247,0.1891271056661562,2137.0
2013,49049010900,"Census Tract 109, Utah County, Utah",49,049,010900,871,852,16,0,0,0,3,0,0,0,0,871,871,410,461,410,388,22,1413,1333,80,89861.0,98333.0,50000.0,410,388,388,0,0,0,0,0,0,0,0,0,22,19,0,0,0,0,3,0,0,0,0,1538.0,2278.0,531.0,89861.0,868,0.9965556831228473,0.529276693455798,0.4707233065442021,0.05365853658536585,0.9463414634146341,19,0.021889400921658985,48333.0
2013,49049980100,"Census Tract 9801, Utah County, Utah",49,049,980100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,0,,
2013,49051940500,"Census Tract 9405, Wasatch County, Utah",49,051,940500,4762,3991,168,108,65,94,163,98,8,67,0,4762,4762,2861,1901,2861,2119,742,9284,6482,2802,61098.0,67020.0,53539.0,2861,2119,1940,121,0,0,17,17,0,0,24,0,742,293,19,108,57,47,117,54,8,39,0,1483.0,2036.0,407.0,61098.0,4159,0.873372532549349,0.3992020159596808,0.6007979840403191,0.25934987766515205,0.740650122334848,312,0.07501803318105314,13481.0
2013,49051960100,"Census Tract 9601, Wasatch County, Utah",49,051,960100,1219,786,237,63,25,66,0,18,0,24,0,1219,1219,1196,23,1196,809,387,3823,2571,1252,57162.0,66850.0,40224.0,1196,809,662,108,21,0,0,0,18,0,0,0,387,124,106,42,25,66,0,0,0,24,0,1324.0,1478.0,333.0,57162.0,1023,0.8392124692370796,0.018867924528301886,0.9811320754716981,0.32357859531772576,0.6764214046822743,230,0.22482893450635386,26626.0
2013,49051960200,"Census Tract 9602, Wasatch County, Utah",49,051,960200,1700,1552,27,23,0,81,0,0,17,0,0,1700,1700,1650,50,1650,1337,313,5755,4548,1207,68305.0,80772.0,23319.0,1650,1337,1337,0,0,0,0,0,0,0,0,0,313,165,27,23,0,81,0,0,17,0,0,1557.0,1731.0,351.0,68305.0,1579,0.9288235294117647,0.029411764705882353,0.9705882352941176,0.1896969696969697,0.8103030303030303,192,0.12159594680177327,57453.0
2013,49051960400,"Census Tract 9604, Wasatch County, Utah",49,051,960400,3143,2573,238,69,73,117,9,0,26,38,0,3143,3143,1895,1248,1895,1473,422,5531,4287,1244,77131.0,85511.0,50179.0,1895,1473,1374,76,0,0,0,9,0,0,14,0,422,245,45,69,48,15,0,0,0,0,0,1379.0,1863.0,471.0,77131.0,2811,0.8943684377982819,0.3970728603245307,0.6029271396754693,0.22269129287598943,0.7773087071240106,290,0.1031661330487371,35332.0
2013,49053270801,"Census Tract 2708.01, Washington County, Utah",49,053,270801,5416,4228,437,51,38,0,70,0,0,544,48,5416,5416,4294,1122,4294,3297,997,13695,10016,3679,52638.0,54513.0,42357.0,4294,3297,2862,75,0,12,0,23,0,0,277,48,997,633,240,51,26,0,47,0,0,0,0,1155.0,1482.0,357.0,52638.0,4665,0.8613367799113737,0.20716395864106352,0.7928360413589365,0.23218444340940847,0.7678155565905915,873,0.18713826366559486,12156.0
2013,49053270802,"Census Tract 2708.02, Washington County, Utah",49,053,270802,2522,1875,64,0,320,111,6,0,0,146,0,2522,2522,2106,416,2106,1230,876,6103,3078,3025,39571.0,60278.0,28214.0,2106,1230,1053,58,0,26,41,0,0,0,52,0,876,461,6,0,239,70,6,0,0,94,0,925.0,1486.0,375.0,39571.0,1939,0.7688342585249802,0.16494845360824742,0.8350515463917526,0.41595441595441596,0.584045584045584,467,0.2408457968024755,32064.0
2013,49053270901,"Census Tract 2709.01, Washington County, Utah",49,053,270901,1296,1192,66,0,10,0,12,0,0,16,0,1296,1296,1133,163,1133,918,215,3651,2819,832,45074.0,49559.0,22875.0,1133,918,852,38,0,0,0,12,0,0,16,0,215,177,28,0,10,0,0,0,0,0,0,1167.0,1510.0,402.0,45074.0,1258,0.970679012345679,0.1257716049382716,0.8742283950617284,0.18976169461606354,0.8102383053839365,205,0.16295707472178061,26684.0
2013,49053270902,"Census Tract 2709.02, Washington County, Utah",49,053,270902,3923,2735,551,40,34,14,0,0,0,549,0,3923,3923,3309,614,3309,2348,961,9930,6741,3189,47813.0,50436.0,38375.0,3309,2348,1956,91,0,0,0,0,0,0,301,0,961,464,367,40,34,14,0,0,0,42,0,975.0,1295.0,331.0,47813.0,3286,0.8376242671424929,0.15651287280142748,0.8434871271985726,0.290420066485343,0.709579933514657,831,0.2528910529519172,12061.0
2013,49053271701,"Census Tract 2717.01, Washington County, Utah",49,053,271701,2877,2730,102,0,0,0,0,0,0,45,0,2877,2877,2612,265,2612,2267,345,9389,7759,1630,73056.0,75423.0,66369.0,2612,2267,2165,102,0,0,0,0,0,0,0,0,345,345,0,0,0,0,0,0,0,0,0,1303.0,1758.0,404.0,73056.0,2832,0.9843587069864442,0.09210983663538408,0.9078901633646159,0.13208269525267993,0.8679173047473201,345,0.12182203389830508,9054.0
2013,49053271702,"Census Tract 2717.02, Washington County, Utah",49,053,271702,1854,1337,110,41,103,249,0,0,0,14,0,1854,1854,1655,199,1655,1085,570,5470,3608,1862,54784.0,77313.0,37857.0,1655,1085,1020,25,0,0,26,0,0,0,14,0,570,270,85,41,61,113,0,0,0,0,0,1318.0,1725.0,370.0,54784.0,1447,0.7804746494066882,0.10733549083063647,0.8926645091693636,0.34441087613293053,0.6555891238670695,355,0.2453351762266759,39456.0
